web-scraper-order,web-scraper-start-url,subsite_link,subsite_link-href,label,label-des,title,Des,services,services-href,service-name,desription,sub-services,sub-services-href,inner-content
"1717288200-502","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Patients’ rights and responsibilities","https://u.ae/en/information-and-services/health-and-fitness/patients-rights-and-responsibilities","","Submit medical complaints on government hospitals -EHS","","","Provisions for patients' rights and responsibilities
                            The UAE Government guarantees the patients their rights and obligates them with responsibilities. Patients' rights and responsibilities are listed in the patient's charter of rights and responsibilities which are displayed at all clinics and hospitals. Patients can file complaints about improper service or malpractices to the respective health authorities.
 
Find out the Ministerial Resolution No. 14 of 2021 on the Patient’s Rights and Responsibilities Charter.
 
Related links:

    Patients and their Families Advisory Council- EHS
    Patient protection plan- Dubai Health Experience
    Patient and family rights and responsibilities."
"1717288200-503","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Patients’ rights and responsibilities","https://u.ae/en/information-and-services/health-and-fitness/patients-rights-and-responsibilities","","Submit medical complaints on government hospitals -EHS","","","Updated on 29 Feb 2024"
"1717288203-504","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Health of vulnerable groups","https://u.ae/en/information-and-services/health-and-fitness/health-of-vulnerable-groups","Health of vulnerable groups","Check out more services on the website of Emirates Health Services.","","",""
"1717288203-505","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Health of vulnerable groups","https://u.ae/en/information-and-services/health-and-fitness/health-of-vulnerable-groups","","Check out more services on the website of Emirates Health Services.","","","Family Medicine Services"
"1717288203-506","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Health of vulnerable groups","https://u.ae/en/information-and-services/health-and-fitness/health-of-vulnerable-groups","","Check out more services on the website of Emirates Health Services.","","","Family Medicine Services"
"1717288203-507","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Health of vulnerable groups","https://u.ae/en/information-and-services/health-and-fitness/health-of-vulnerable-groups","","Check out more services on the website of Emirates Health Services.","","","Issue of a Health Card for people of determination"
"1717288203-508","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Health of vulnerable groups","https://u.ae/en/information-and-services/health-and-fitness/health-of-vulnerable-groups","","Check out more services on the website of Emirates Health Services.","","","Issue of a Health Card for people of determination"
"1717288203-509","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Health of vulnerable groups","https://u.ae/en/information-and-services/health-and-fitness/health-of-vulnerable-groups","","Check out more services on the website of Emirates Health Services.","","","Breastfeeding Counselling"
"1717288203-510","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Health of vulnerable groups","https://u.ae/en/information-and-services/health-and-fitness/health-of-vulnerable-groups","","Check out more services on the website of Emirates Health Services.","","","Breastfeeding Counselling"
"1717288203-511","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Health of vulnerable groups","https://u.ae/en/information-and-services/health-and-fitness/health-of-vulnerable-groups","","Check out more services on the website of Emirates Health Services.","","","Preventive Vaccinations"
"1717288203-512","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Health of vulnerable groups","https://u.ae/en/information-and-services/health-and-fitness/health-of-vulnerable-groups","","Check out more services on the website of Emirates Health Services.","","","Preventive Vaccinations"
"1717288203-513","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Health of vulnerable groups","https://u.ae/en/information-and-services/health-and-fitness/health-of-vulnerable-groups","","Check out more services on the website of Emirates Health Services.","","","Elderly Care"
"1717288203-514","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Health of vulnerable groups","https://u.ae/en/information-and-services/health-and-fitness/health-of-vulnerable-groups","","Check out more services on the website of Emirates Health Services.","","","Elderly Care"
"1717288203-515","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Health of vulnerable groups","https://u.ae/en/information-and-services/health-and-fitness/health-of-vulnerable-groups","","Check out more services on the website of Emirates Health Services.","","","Antenatal Care."
"1717288203-516","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Health of vulnerable groups","https://u.ae/en/information-and-services/health-and-fitness/health-of-vulnerable-groups","","Check out more services on the website of Emirates Health Services.","","","Antenatal Care"
"1717288203-517","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Health of vulnerable groups","https://u.ae/en/information-and-services/health-and-fitness/health-of-vulnerable-groups","","Check out more services on the website of Emirates Health Services.","","","Children's health
                    
                        Early childhood development and care
Specifically for early childhood development and care, healthcare facilities of the UAE Government offer health checkup for new-borns and vaccinations. They also provide specialised health care to pediatric patients (children) in the outpatient department in the government hospitals.
 
Health check-up for new-borns
Healthcare facilities  provide early detection services for neonatal diseases. The diseases that are examined include 40 genetic diseases in accordance with international standards. Some of these are: 

    Phenylketonuria
    Endocrine insufficiency
    Sickle cell anemia
    Congenital malformations
    Biotin deficiency disease
    Diseases of amino acids, organic and fatty (mass spectrometer)
    Galactosemia.

 
Other tests such as cardiac examination to detect critical congenital deformities of the heart and early screening of hearing disorders for newborns to detect hereditary deafness.
 
Read about Maternal and Child Health Programme - Abu Dhabi Public Health Centre.
 
Department of Health in Abu Dhabi introduced the Enaya screening programme that involves checking new-borns for rare conditions. The screening involves:

    Examination by the doctor
    Hearing screening
    Congenital heart disease screening
    Heel prick/bloodspot test.

 
Vaccination schedule
The UAE Government mandates vaccinations to children from the time they are born to the time they reach Grade 11. Vaccinations prevent the following diseases:

    BCG: Bacillus, Calmette-Guerin (against tuberculosis) 
    DPT: Diphtheria, Pertussis and Tetanus 
    DTaP: Diphtheria, Tetanus, and acellular Pertussis 
    Hep B: Hepatitis B
    Hexavalent: DTaP, Hib, Hep B and IPV 
    Hib: Haemophilus Influenzae Type B 
    HPV: Human Papillomavirus 
    IPV: Inactivated Poliovirus Vaccine 
    MMR: Measles, Mumps and Rubella
    OPV: Oral Poliovirus Vaccine 
    PCV: Pneumococcal Conjugate Vaccine 
    Pentavalent: DPT, Hib and Hep B 
    Tdap: Tetanus, reduced Diphtheria and reduced Pertussis 
    Tetravalent: DTaP and Hib.

                    



    
        
            
                    

                        
                    
            
            

        
        
            Immunisation vaccines on the Al Hosn app
The Al Hosn app includes a feature about immunisation vaccinations for children under 18. It maintains a comprehensive record of vaccinations for each user and offers a secure method to share the vaccination data. It also offers various digital solutions that help families monitor vaccination status and access their records quickly and conveniently. 
The Al Hosn app is available on Huawei Store, Google Play, App Store and Galaxy Store.
        
    
    
        
            
                    

                        
                    
            
            

        
        
            Department of Health – Abu Dhabi usually prepares and publishes vaccination schedules for children and newborns to protect them from diseases and enhance their health.
        
    

                    
                        Healthy nutrition
All schools and their food suppliers in the UAE must follow the healthy nutritional guidelines issued by the authorities concerned, to ensure providing healthy foods for schoolchildren.
Department of Health in Abu Dhabi launched Schools for health, a health programme focusing on the all-round health of schoolchildren. 


 
In addition, the Government is also trying to tackle obesity and protect children from the negative effects of smoking. 
 

Obesity
Obesity amongst children is a cause of concern in the UAE. According to the results of the National Health Survey 2017–2018 (PDF) the obesity rate amongst children and adolescents aged between 5 and 17 years reached about 17.35 per cent.
 
National Program for Government Communication launched 2021 Healthy Children initiative to fight obesity amongst children. The UAE National Agenda aims to reduce the prevalence of obesity amongst children from 13.17 per cent (as of 2014) to 12 percent by the year 2021.
 
Ministry of Health and Prevention (MoHAP) launched the ‘Mutabah’ system, the UAE’s first online system of its kind to collect data on obesity and extra weight among school students.
 
The ‘Mutabah’ system accurately and quickly identifies overweight school students on an annual basis and provides information on the food pattern the student should follow along with the level of physical activity to achieve and maintain a healthy weight. 
 
Watch this video about 2021 Healthy Children. 
 
 
Forbidding smoking
Read the UAE's efforts to forbid children from both active and passive smoking.
  
Cochlear implants
In 2018, under the Help Me Hear initiative, the UAE Government carried out cochlear implanting operations in non-Emirati children belonging to low-income households. View video:"
"1717288203-518","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Health of vulnerable groups","https://u.ae/en/information-and-services/health-and-fitness/health-of-vulnerable-groups","","Check out more services on the website of Emirates Health Services.","","","Immunisation vaccines on the Al Hosn app
The Al Hosn app includes a feature about immunisation vaccinations for children under 18. It maintains a comprehensive record of vaccinations for each user and offers a secure method to share the vaccination data. It also offers various digital solutions that help families monitor vaccination status and access their records quickly and conveniently. 
The Al Hosn app is available on Huawei Store, Google Play, App Store and Galaxy Store."
"1717288203-519","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Health of vulnerable groups","https://u.ae/en/information-and-services/health-and-fitness/health-of-vulnerable-groups","","Check out more services on the website of Emirates Health Services.","","","Immunisation vaccines on the Al Hosn app
The Al Hosn app includes a feature about immunisation vaccinations for children under 18. It maintains a comprehensive record of vaccinations for each user and offers a secure method to share the vaccination data. It also offers various digital solutions that help families monitor vaccination status and access their records quickly and conveniently. 
The Al Hosn app is available on Huawei Store, Google Play, App Store and Galaxy Store."
"1717288203-520","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Health of vulnerable groups","https://u.ae/en/information-and-services/health-and-fitness/health-of-vulnerable-groups","","Check out more services on the website of Emirates Health Services.","","","Department of Health – Abu Dhabi usually prepares and publishes vaccination schedules for children and newborns to protect them from diseases and enhance their health."
"1717288203-521","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Health of vulnerable groups","https://u.ae/en/information-and-services/health-and-fitness/health-of-vulnerable-groups","","Check out more services on the website of Emirates Health Services.","","","Department of Health – Abu Dhabi usually prepares and publishes vaccination schedules for children and newborns to protect them from diseases and enhance their health."
"1717288203-522","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Health of vulnerable groups","https://u.ae/en/information-and-services/health-and-fitness/health-of-vulnerable-groups","","Check out more services on the website of Emirates Health Services.","","","Healthy nutrition
All schools and their food suppliers in the UAE must follow the healthy nutritional guidelines issued by the authorities concerned, to ensure providing healthy foods for schoolchildren.
Department of Health in Abu Dhabi launched Schools for health, a health programme focusing on the all-round health of schoolchildren. 


 
In addition, the Government is also trying to tackle obesity and protect children from the negative effects of smoking. 
 

Obesity
Obesity amongst children is a cause of concern in the UAE. According to the results of the National Health Survey 2017–2018 (PDF) the obesity rate amongst children and adolescents aged between 5 and 17 years reached about 17.35 per cent.
 
National Program for Government Communication launched 2021 Healthy Children initiative to fight obesity amongst children. The UAE National Agenda aims to reduce the prevalence of obesity amongst children from 13.17 per cent (as of 2014) to 12 percent by the year 2021.
 
Ministry of Health and Prevention (MoHAP) launched the ‘Mutabah’ system, the UAE’s first online system of its kind to collect data on obesity and extra weight among school students.
 
The ‘Mutabah’ system accurately and quickly identifies overweight school students on an annual basis and provides information on the food pattern the student should follow along with the level of physical activity to achieve and maintain a healthy weight. 
 
Watch this video about 2021 Healthy Children. 
 
 
Forbidding smoking
Read the UAE's efforts to forbid children from both active and passive smoking.
  
Cochlear implants
In 2018, under the Help Me Hear initiative, the UAE Government carried out cochlear implanting operations in non-Emirati children belonging to low-income households. View video:"
"1717288203-523","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Health of vulnerable groups","https://u.ae/en/information-and-services/health-and-fitness/health-of-vulnerable-groups","","Check out more services on the website of Emirates Health Services.","","","Women's health
                            Read more about women's healthcare."
"1717288203-524","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Health of vulnerable groups","https://u.ae/en/information-and-services/health-and-fitness/health-of-vulnerable-groups","","Check out more services on the website of Emirates Health Services.","","","Senior people's health and rehabilitation
                             Ministry of Health and Prevention  launched several initiatives for the benefit of senior people. One of these initiatives is to create a database to monitor the life expectancy of older persons in the country and expand the healthcare programmes.  
Emirates Health Services provides  mobile clinic services  in remote areas of Fujairah and Ras Al Khaimah. The services include medical care, rehabilitation, natural treatments, preventive measures, dental, optical, dermatological and diabetes treatments. The mobile clinic in Ras Al Khaimah does not offer dental treatments.

Ministry of Community Development provides primary healthcare and social, psychological and physical therapy to UAE nationals who are at least 60 years at the elderly care centres or through their  home care programme.
 Red Crescent Authority  offers various programmes for the elderly and coordinates with the elderly care centres across the country to organise various activities and events that draw attention to the issues of old people.

On special occasions, such as the International Day of Older Persons which falls on October 1, the authority organises field visits to elderly care homes to understand the needs of the ageing people and provide them with psychological support and special gifts. Red Crescent Authority also formed a team of caregivers and trained them to achieve its humanitarian mission in the elderly care arena.

In Abu Dhabi,  Sheikh Khalifa Medical City  in Abu Dhabi city and  Al Tawam Hospital  in Al Ain offer home care services to all UAE nationals.

 Abu Dhabi Rehabilitation Centre  is the only centre that provides specialised care for the elderly in Abu Dhabi city. It admits senior citizens who have no body to take care of them. Abu Dhabi Rehabilitation Centre offers a number of city and social services including diagnosis, consultation, physical therapy, speech therapy, psychotherapy, exercise therapy, water cure, work therapy, family counselling and integration into the society.

In Al Ain, the municipality provides  mobile unit service. Through this service, elderly and people of determination can request for a customer service representative to visit them at their premises and process their service requests.

Community Development Authority in Dubai runs  'Elderly Happiness' and 'Home Care (Weleef)' initiatives that ensure rehabilitation, care and happiness of senior citizens.

Dubai Health Authority provides  home care services to both Emiratis and expatriate residents. DHA provides comprehensive geriatric assessment, nursing care, home safety evaluations, rehabilitation and nutrition assessment among others.

Sharjah provides  home care service  which involves accompanying the elderly citizens to the hospitals and nursing them back to health."
"1717288203-525","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Health of vulnerable groups","https://u.ae/en/information-and-services/health-and-fitness/health-of-vulnerable-groups","","Check out more services on the website of Emirates Health Services.","","","Health of people of determination
                            The UAE is keen on providing accessible healthcare services to people of determination (persons with disabilities or special needs). Federal Law No. 29 of 2006 Concerning the Rights of People with Special Needs protects the rights of people of determination (people with special needs) and guarantees them the right to live with dignity. Article 2 of the law provides: A person's special needs shall not be a reason to deprive him/her of their rights and services especially in welfare as well as social, economic, health, educational, professional, cultural and leisure services.
 
Emirates Health Services - EHS  issues a medical card to people of determination entitling its holder to receive free medical services through EHS. Similarly, Ministry of Community Development (MoCD) also offers a card entitling people of determination to free health insurance and medical glasses for children of such cardholders.
 
Zayed Higher Organization for People of Determination (ZHO) offers assessment and evaluation of mental, psychological, social health of people of determination in order to diagnose the type and the level of disability/limited ability by using certified global standards. It also offers hippo-therapy sessions with the purpose of developing multiple skills and functions such as sensory integration, underdevelopment, sensory perception and balance. 
 
In the emirate of Abu Dhabi, if there is a medical emergency for people of determination, you can get help by sending an SMS to 5999. You are required to send information about the incident, location of the patient and a phone number on which the police can contact you.
 
Community Development Authority too offers a card to people of determination entitling them to several medical facilities and services.
 
Dubai’s Health Facility Guidelines 2019 (PDF, 200KB) covers specific requirements for healthcare facilities to ensure that they are safe and functional for staff, patients and everyone else including the people of determination. The section on ‘Access, Mobility, Occupational Health and Safety and Security’ of the guidelines specifies standards in the fields of:

    Space 
    Human engineering
    Ergonomic considerations
    Accessibility requirements
    Signage guidance
    Safety and mobility considerations for floors, grab rails, doors, windows."
"1717288203-526","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Health of vulnerable groups","https://u.ae/en/information-and-services/health-and-fitness/health-of-vulnerable-groups","","Check out more services on the website of Emirates Health Services.","","","Updated on 29 Feb 2024"
"1717288205-527","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Children's health","https://u.ae/en/information-and-services/health-and-fitness/childrens-health","Children's health","Specifically for early childhood development and care, healthcare facilities of the UAE Government offer health checkup for new-borns and vaccinations.","","",""
"1717288208-528","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Women's reproductive and sexual healthcare","https://u.ae/en/information-and-services/health-and-fitness/woman-reproductive-and-sexual-healthcare","Women's reproductive and sexual healthcare","The UAE’s","","",""
"1717288208-529","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Women's reproductive and sexual healthcare","https://u.ae/en/information-and-services/health-and-fitness/woman-reproductive-and-sexual-healthcare","","The UAE’s","","",""
"1717288208-530","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Women's reproductive and sexual healthcare","https://u.ae/en/information-and-services/health-and-fitness/woman-reproductive-and-sexual-healthcare","","The UAE’s","","","Pre-pregnancy care"
"1717288208-531","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Women's reproductive and sexual healthcare","https://u.ae/en/information-and-services/health-and-fitness/woman-reproductive-and-sexual-healthcare","","The UAE’s","","","Pre-pregnancy care"
"1717288208-532","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Women's reproductive and sexual healthcare","https://u.ae/en/information-and-services/health-and-fitness/woman-reproductive-and-sexual-healthcare","","The UAE’s","","","Antenatal care"
"1717288208-533","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Women's reproductive and sexual healthcare","https://u.ae/en/information-and-services/health-and-fitness/woman-reproductive-and-sexual-healthcare","","The UAE’s","","","Antenatal care"
"1717288208-534","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Women's reproductive and sexual healthcare","https://u.ae/en/information-and-services/health-and-fitness/woman-reproductive-and-sexual-healthcare","","The UAE’s","","","Postnatal care"
"1717288208-535","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Women's reproductive and sexual healthcare","https://u.ae/en/information-and-services/health-and-fitness/woman-reproductive-and-sexual-healthcare","","The UAE’s","","","Postnatal care"
"1717288208-536","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Women's reproductive and sexual healthcare","https://u.ae/en/information-and-services/health-and-fitness/woman-reproductive-and-sexual-healthcare","","The UAE’s","","","Breastfeeding counselling."
"1717288208-537","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Women's reproductive and sexual healthcare","https://u.ae/en/information-and-services/health-and-fitness/woman-reproductive-and-sexual-healthcare","","The UAE’s","","","Breastfeeding counselling"
"1717288208-538","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Women's reproductive and sexual healthcare","https://u.ae/en/information-and-services/health-and-fitness/woman-reproductive-and-sexual-healthcare","","The UAE’s","","","Maternity and paediatric care
                            Expectant mothers need to open a file for themselves at a maternity hospital. To ensure a smooth access to maternity services, please open the file before the seventh month of pregnancy. The following documents are needed to open a file:
 

    Passports of both parents 
    Marriage certificate; attested and translated if not in Arabic
    Residence visas of both expectant parents 
    Emirates ID of both expectant parents 
    Insurance card
    Family book (for UAE nationals)

The child can be delivered in either a government or a private hospital. The cost of delivery at a public or private hospital depends on a number of factors such as:

    extent of coverage provided by the insurance (if applicable) 
    grade of package chosen (economy, luxury etc.) 
    services chosen in the package (type of room etc.) 
    type of delivery (normal or a caesarean; the latter being about twice as expensive) 
    other essential medical treatments as per individual case. 

The baby will carry the citizenship of the father.
 
You can look for maternity and pediatric healthcare facilities on the websites of: 

    Medical facility engine - EHS 
    Find a medical facility in Abu Dhabi - Abu Dhabi Health Services Company (Seha) 
    Find a medical facility in Abu Dhabi -Tamm
    DHA medical facilities - Dubai Health Authority 
    RAK health directory  - Ras Al Khaimah Government portal"
"1717288208-539","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Women's reproductive and sexual healthcare","https://u.ae/en/information-and-services/health-and-fitness/woman-reproductive-and-sexual-healthcare","","The UAE’s","","","The UAE’s provisions on medical assistance for reproduction
                            The UAE’s Federal Law No. 7 for the year 2019 Concerning Medically Assisted Reproduction governs the use of the Medically Assisted Reproduction Techniques (ART) by licensed medical facilities in the UAE. It abolishes the Federal Law No. 11 of 2008 Concerning Licensing of Fertilisation Centers in the State. According to the 2019 law, ART are determined by a decision of Ministry of Health and Prevention and these techniques may not be used in places other than medical centres licensed for this purpose.
 
Terms and conditions
The above law lays down terms and conditions for applying the Techniques of Medically Assisted Reproduction. They are as follows:

    The technique must be most appropriate medically for the patient
    It may be applied after establishing that pregnancy cannot happen by natural means for a period of not less than a year
    It may be implemented after a specialist physician issues a certificate stating that there is no danger to the life of the woman or her foetus or a serious harm to their health from the procedure
    It may be implemented after a written consent from the man to accept the use of the technique
    It may be implemented after providing the man a detailed explanation of the technique, its financial cost and the realistic rate of the woman getting pregnant in similar cases at the facility.

Read more terms and conditions mentioned in Article 8 of the law.


Prohibited practices
The law prohibits the use of ART in the following ways:

    Performing fertilisation using the sperm of a man and the ovum of a woman other than his wife, and then implanting the fertilised ovum into his wife’s uterus
    Performing fertilisation using the ovum of a woman and the sperm of a man other than her husband, and then implanting the fertilised ovum into her uterus
    Performing external fertilisation using the sperm of a man and the ovum of his wife, and then implanting the fertilised ovum into the uterus of another woman
    Performing external fertilisation using the sperm of a man and the ovum of a woman other than his wife, and then implanting the fertilised ovum into the uterus of another woman
    Performing external fertilisation using the sperm of a man and the ovum of his wife, and then implanting the fertilised ovum into the uterus of his other wife/wives.

 
The law also prohibits fertility centres from using unfertilised or fertilised ova or sperm for commercial purposes, or conducting research, or executing genetic modifications of the characteristics of neonates, or disposing of them for the benefit of others.
 
Practices allowed
The law allows:

    fertilisation of as many number of eggs that are sufficient for implantation more than once, according to specific conditions and controls
    preservation of frozen fertilised ova and sperm for future reproduction for the benefit of a couple; such preservation will be for a period of five years, subject to extension
    keeping unfertilised eggs or frozen sperms for a period of five years, which can be extended for similar periods upon a written request from the parties concerned.

 
For more information on the subject, contact Ministry of Health and Prevention."
"1717288208-540","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Women's reproductive and sexual healthcare","https://u.ae/en/information-and-services/health-and-fitness/woman-reproductive-and-sexual-healthcare","","The UAE’s","","","Abortion
                            According to the UAE law, it is a crime to abort a pregnancy unless: 

    it endangers the woman's life or 
    there is evidence that the baby will be born with fatal deformities and will not survive.

In the latter case, the foetus must be aborted before it is 120 days old, which is during the 17th week of the pregnancy and one week into the second trimester. The abortion must be approved by an authorised medical board. Abortion of foetus after 120 days of pregnancy is not permitted."
"1717288208-541","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Women's reproductive and sexual healthcare","https://u.ae/en/information-and-services/health-and-fitness/woman-reproductive-and-sexual-healthcare","","The UAE’s","","","Updated on 29 Feb 2024"
"1717288210-542","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Premarital counselling and screening","https://u.ae/en/information-and-services/social-affairs/marriages/marriage-as-per-the-sharia-law/premarital-counselling-and-screening","Premarital counselling and screening","","","",""
"1717288213-543","https://u.ae/en/information-and-services#/","Health and fitness","https://u.ae/en/information-and-services/health-and-fitness","","[{""label-des"":""Healthcare facilities, emergency services, insurance, patients' rights and more""}]","","[]","Telemedicine","https://u.ae/en/information-and-services/health-and-fitness/telemedicine","Telemedicine","You can get consultations on your health matters through telemedicine which includes: the metaverse, Doctor for every citizen and the","","",""
